id,file,procedure,header,tags
23e51c9d,ocr_yogurt_auto.hdev,main,This example demonstrates how to segment the expiration date of a yoghurt cap on a bilaterally filtered image with the Automatic Text Reader. Display initializations,"hdev,halcon-25.05.0.0,file-v1.2"
1ccd22a1,read_braille_photometric_stereo.hdev,main,This program demonstrates the use of the photometric stereo technique for the inspection and reading of braille text on a pharmaceutical package. Input are 4 images taken from the pharmaceutical packa...,"hdev,halcon-25.05.0.0,file-v1.2"
ded83b5f,rotchar.hdev,main,This example shows how to estimate the inclination of characters,"hdev,halcon-25.05.0.0,file-v1.2"
9e529f2d,clip.hdev,main,clip.hdev: Orientation of clips,"hdev,halcon-25.05.0.0,file-v1.2"
bc25b320,determine_grid_rotation_fft.hdev,main,"This example shows how to use Fourier transforms to determine the rotation angle of a grid. First, a reference image (rotation angle 0°) is used to create a reference spectrum of the edge orientation....","hdev,halcon-25.05.0.0,file-v1.2"
f39efabc,determine_rotation_almost_rotationally_symmetric_objects.hdev,main,This example shows how the orientation of a almost rotationally symmetric object is determined robustly using a combination of shape-based matching and polar transform. The rotational symmetry leads t...,"hdev,halcon-25.05.0.0,file-v1.2"
ceee0bfc,determine_wafer_rotation_angle.hdev,main,"This example shows how to determine the angle of rotation leading to a correct alignment of a wafer using the operator text_line_orientation. For that, the position of the center of rotation of the wa...","hdev,halcon-25.05.0.0,file-v1.2"
d7212a89,find_cocoa_packages_local_deformable.hdev,main,This example program shows how to use local deformable matching to find objects that are deformed. Note that to find deformed objects you can - apply shape-based matching using the parameter 'max_defo...,"hdev,halcon-25.05.0.0,file-v1.2"
0e3995d5,find_cocoa_packages_max_deformation.hdev,main,This example program shows how to use shape-based matching to find objects that are slightly deformed using the parameter 'max_deformations'. Note that to find deformed objects you can - apply shape-b...,"hdev,halcon-25.05.0.0,file-v1.2"
1cc1ce74,find_mirror_dies.hdev,main,"Many dies are typically etched on a wafer. Before the single dies can be picked by a die bonder and placed onto a lead frame, they must be diced from the wafer. Mirror dies are used to determine the p...","hdev,halcon-25.05.0.0,file-v1.2"
f83b1e2b,find_pads.hdev,main,"This example program shows how to find pads in an image and how to determine their position, rotation, and size robustly and accurately using fit_rectangle2_contour_xld.","hdev,halcon-25.05.0.0,file-v1.2"
4589ff4d,find_peanut_chocolate_candies_local_deformable.hdev,main,"This example program shows how to use local deformable matching to find objects that are deformed. The deformations in this example are quite challenging, so that in this case a shape-based matching (...","hdev,halcon-25.05.0.0,file-v1.2"
784fdaf5,find_smd_fast.hdev,main,This program shows how to detect the position of SMDs on a back illuminated plate very fast.,"hdev,halcon-25.05.0.0,file-v1.2"
98556c4b,matching_defocused_pcb.hdev,main,This example program shows the use of the operator find_shape_model with the increased tolerance mode that allows to find matches even in defocused images or images that show deformed objects. In this...,"hdev,halcon-25.05.0.0,file-v1.2"
02d1339c,matching_deformed_bulb.hdev,main,This example program shows the use of the operator find_shape_model with the increased tolerance mode that allows to find matches even in defocused images or images that show deformed objects. In this...,"hdev,halcon-25.05.0.0,file-v1.2"
f7c7836d,matching_image_border.hdev,main,This program demonstrates how object instances extending beyond the image border can be found using shape-based matching.,"hdev,halcon-25.05.0.0,file-v1.2"
691c336a,matching_multi_channel_clamp.hdev,main,This example demonstrates shape based matching with multi channel images. A robot is supposed to grab only pieces that are not occluded by others. This task is solved by grabbing the clamp with the hi...,"hdev,halcon-25.05.0.0,file-v1.2"
a888fd91,matching_multi_channel_yogurt.hdev,main,This example demonstrates shape based matching with multi channel images Init display,"hdev,halcon-25.05.0.0,file-v1.2"
a684a733,pm_world_plane.hdev,main,This example program shows how to recognize planar objects using HALCON's shape-based matching if the camera is not mounted perpendicular to the plane in which the objects lie. To recognize the object...,"hdev,halcon-25.05.0.0,file-v1.2"
ea4ba4c2,rotation_from_optical_flow.hdev,main,This program demonstrates how to estimate the center of a rotation between two succeeding images with the operator optical_flow_mg. Because a robust estimation of the optical flow is only possible in ...,"hdev,halcon-25.05.0.0,file-v1.2"
cea5dfea,sequence_diff.hdev,main,Traffic monitoring by comparing two successive images,"hdev,halcon-25.05.0.0,file-v1.2"
81685228,3d_matching_clamps.hdev,main,This example program shows how to use HALCON's 3D-Matching to find the 3D pose of clamps that exhibit a 6 degree of freedom motion. If the 3D shape model should be re-generated within a new pose range...,"hdev,halcon-25.05.0.0,file-v1.2"
fbeb3887,3d_position_of_circles.hdev,main,"This example program shows how to use the operator get_circle_pose. First, the contours of the drill-holes of a rim are extracted. Then, the 3D position of the center of these contours is determined w...","hdev,halcon-25.05.0.0,file-v1.2"
d1a467f5,3d_position_of_rectangle.hdev,main,"This program demonstrates how to use get_rectangle_pose to estimate the pose of rectangular objects in space. After the pose of a work sheet is estimated, it is used to draw a frame on top of the obje...","hdev,halcon-25.05.0.0,file-v1.2"
a42e74b9,determine_pose_square_tube.hdev,main,"This program demonstrates how to determine the pose of an object having a rectangular shaped surface. First, the contour of the rectangular shaped surface is extracted from the image. Then, this conto...","hdev,halcon-25.05.0.0,file-v1.2"
34bfab5d,get_rectangle_pose_barcode.hdev,main,"This example program demonstrates the application of get_rectangle_pose (see details in the procedure find_pose_from_region). Based on the pose estimated for a rectangular barcode field, the projectiv...","hdev,halcon-25.05.0.0,file-v1.2"
16a8d7ab,locate_car_door.hdev,main,"This example shows an application case from the automotive industry. The task is to locate a car door put in different orientations and positions by using the calibrated deformable matching. First, a ...","hdev,halcon-25.05.0.0,file-v1.2"
13028722,locate_engine_parts.hdev,main,"This example demonstrates planar calibrated deformable matching and its use in a typical bin picking application setup. First a deformable model of an engine part is created. Then, the model is search...","hdev,halcon-25.05.0.0,file-v1.2"
451dafaf,adaption_ocv.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
deaa9f83,inspect_bottle_label_360_degree.hdev,main,"This HDevelop example program shows how to create one single mosaic image that shows the unrolled label of a bottle. For this, images from at least four cameras are required that completely cover the ...","hdev,halcon-25.05.0.0,file-v1.2"
0c8b6e10,print_check.hdev,main,"This example program shows how to use HALCON's variation model operators to perform a typical print quality inspection. The program detects incorrect prints on the clips of pens. In the first step, th...","hdev,halcon-25.05.0.0,file-v1.2"
a8d78b90,print_check_single_chars.hdev,main,This example program shows how to use HALCON's variation model operators to perform a typical print quality inspection.  The program detects incorrect prints on the clips of pens.  The program is simi...,"hdev,halcon-25.05.0.0,file-v1.2"
6fdafabc,print_quality.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
4768cefc,stamp_catalogue.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
cd3d6b1b,locate_pipe_joints_stereo.hdev,main,Reconstruct the three-dimensional surface of a pile of pipe joints by using a multi-view stereo setup with four similar cameras and detect the position of each joint by using surface-based 3D matching...,"hdev,halcon-25.05.0.0,file-v1.2"
8455bfae,pick_and_place_2d.hdev,main,*********************************************************** This example program shows the workflow of HALCON's       * shape-based matching with clutter using a pick and        * place application.  ...,"hdev,halcon-25.05.0.0,file-v1.2"
722aa722,pick_and_place_with_2d_matching_moving_cam.hdev,main,"In this example program, a robot with a camera attached to it is used to find objects in 2D with shape-based matching. Then, the found object is grasped with the robot.","hdev,halcon-25.05.0.0,file-v1.2"
0c7fd903,pick_and_place_with_2d_matching_stationary_cam.hdev,main,"In this example program, a stationary camera setup is used to find objects in 2D with shape-based matching. Then, the found object is grasped with a robot.","hdev,halcon-25.05.0.0,file-v1.2"
64ae599d,reconstruct_3d_object_model_for_matching.hdev,main,This example shows the complete pipeline from 3D object acquisition and model creation to matching The steps are: - pairwise registration of 3D data - global   registration of all 3D data - union of t...,"hdev,halcon-25.05.0.0,file-v1.2"
5b7069bf,track_engine_part.hdev,main,This example shows how to efficiently perform a tracking task using perspective deformable matching. The basic idea is to speed up the search by using the pose that was determined in a previous image ...,"hdev,halcon-25.05.0.0,file-v1.2"
dd6eabf2,optical_flow.hdev,main,This example program shows how to use optical_flow_mg to compute the optical flow in an image sequence and how to segment the optical flow.,"hdev,halcon-25.05.0.0,file-v1.2"
03ff946c,optical_flow_bicycle.hdev,main,This example demonstrates the use of the optical flow for the detection of moving objects in an image sequence. The region of interest is analyzed to detect moving objects. If a moving object is detec...,"hdev,halcon-25.05.0.0,file-v1.2"
c743ec84,optical_flow_hydraulic_engineering.hdev,main,"This example demonstrates the use of the optical flow operators. By calculating the optical flow between two images, the position, speed, and movement direction of particles are calculated.","hdev,halcon-25.05.0.0,file-v1.2"
f46ff93f,xing.hdev,main,xing.hdev: Traffic monitoring (by Kalman filtering),"hdev,halcon-25.05.0.0,file-v1.2"
ea00fcb7,check_for_holes_sheet_of_light.hdev,main,"This example shows the usage of a calibrated sheet-of-light setup for surface comparison. In particular, in this example, the presence and correctness of holes is checked. The inspected injection mold...","hdev,halcon-25.05.0.0,file-v1.2"
da88f878,compare_surface_sheet_of_light.hdev,main,This example shows the usage of an uncalibrated sheet of light setup for surface comparison. The inspected metal parts were scanned with an uncalibrated setup that returns disparities for each scanlin...,"hdev,halcon-25.05.0.0,file-v1.2"
c6295cd6,detect_indent_fft.hdev,main,"This program demonstrates how to detect small texture defects on the surface of plastic items by using the fast Fourier transform (FFT). First, we construct a suitable filter using Gaussian filters. T...","hdev,halcon-25.05.0.0,file-v1.2"
b6470d3e,detect_mura_defects_blur.hdev,main,this example shows how to detect mura defects in blurred images,"hdev,halcon-25.05.0.0,file-v1.2"
a6744796,detect_mura_defects_texture.hdev,main,This example shows how to detect mura defects in highly textured images,"hdev,halcon-25.05.0.0,file-v1.2"
de7185fd,determine_tilt_slant_photometric_stereo.hdev,main,Determine the orientation of the light sources (tilt and slant values) of a photometric stereo setup by using images of a sphere with Lambertian reflection. Initializations,"hdev,halcon-25.05.0.0,file-v1.2"
04c2df12,inspect_blister_photometric_stereo.hdev,main,This program demonstrates the use of the photometric stereo technique for the inspection of the backside of a pharmaceutical blister. Input are 4 images taken from the backside of a pharmaceutical bli...,"hdev,halcon-25.05.0.0,file-v1.2"
3c44ec1c,inspect_flooring_photometric_stereo.hdev,main,This program demonstrates the use of the photometric stereo technique for the inspection of the flooring panels. Input are 4 images taken from flooring panels with light coming from different orientat...,"hdev,halcon-25.05.0.0,file-v1.2"
c061e295,inspect_flooring_uncalib_photometric_stereo.hdev,main,This program demonstrates the use of the uncalibrated photometric stereo technique for the inspection of flooring panels. Input are 4 images taken from flooring panels with light coming from different...,"hdev,halcon-25.05.0.0,file-v1.2"
65ed24d3,inspect_leather_photometric_stereo.hdev,main,This program demonstrates the use of the photometric stereo technique for the inspection of leather samples. Input are 4 images taken from a leather sample with light coming from different orientation...,"hdev,halcon-25.05.0.0,file-v1.2"
42282bbb,inspect_shampoo_label_photometric_stereo.hdev,main,This program demonstrates the use of the photometric stereo technique for the inspection of the labels of a shampoo bottles. Input are 4 images taken from the labels of a shampoo bottles with light co...,"hdev,halcon-25.05.0.0,file-v1.2"
9f0e7a37,remove_texture_fft.hdev,main,"This program shows how to separate foreground information from a disturbing background texture by filtering in the frequency domain. First, the image is Fourier transformed in order to obtain its freq...","hdev,halcon-25.05.0.0,file-v1.2"
0566f96d,remove_texture_guided_filter.hdev,main,This program shows how to separate foreground information from a disturbing background texture using a guided filter.,"hdev,halcon-25.05.0.0,file-v1.2"
1e9104c7,detect_road_signs.hdev,main,This example shows an application case from the automobile industry. A monitoring system in a car checks the sidewalk for road signs to support the driver in case of any inattention. To show the imagi...,"hdev,halcon-25.05.0.0,file-v1.2"
32fcbc8b,inspect_wafer.hdev,main,"************************************************************ This example illustrates a wafer inspection process.       * To maintain the quality of produced chips,                 * the inspection of...","hdev,halcon-25.05.0.0,file-v1.2"
7fede310,binocular_calibration.hdev,main,"Application program to demonstrate the calibration of a binocular stereo system using the operators find_caltab, find_marks_and_pose, and binocular_calibration. As an alternative, a calibration data m...","hdev,halcon-25.05.0.0,file-v1.2"
e5862c01,calibrate_hand_eye_scara_moving_cam.hdev,main,"This example explains how to perform the hand-eye calibration for a SCARA robot. In this case, the camera is attached to the robot tool and the calibration object is stationary with respect to the rob...","hdev,halcon-25.05.0.0,file-v1.2"
51813bab,calibrate_hand_eye_scara_stationary_cam.hdev,main,"This example explains how to perform the hand-eye calibration for a SCARA robot. In this case, the camera is stationary with respect to the robot and observes the workspace of the robot. The calibrati...","hdev,halcon-25.05.0.0,file-v1.2"
07dc81a7,calibrate_hand_eye_scara_stationary_cam_approx.hdev,main,"This example explains how to perform an approximate hand-eye calibration for a SCARA robot without a calibration plate. The approximate calibration or ""alignment"" of the robot with respect to the worl...","hdev,halcon-25.05.0.0,file-v1.2"
1d553ab9,calibrate_hand_eye_stationary_3d_sensor.hdev,main,This example explains how to use the hand-eye calibration for the case where a 3D sensor is stationary with respect to the robot and the calibration object is attached to the robot arm. The pose of a ...,"hdev,halcon-25.05.0.0,file-v1.2"
2088b98c,calibrate_hand_eye_stationary_cam_approx.hdev,main,This example shows how to perform an easy-to-use hand-eye calibration with a stationary camera. You can choose between two workflows: 1) Use a calibration plate (more accurate). 2) Use user-defined ta...,"hdev,halcon-25.05.0.0,file-v1.2"
647c8db0,calibrate_hand_eye_stationary_cam_approx_sphere.hdev,main,This example shows how to perform a quick and easy-to-use approximate hand-eye calibration with a stationary 3D sensor.,"hdev,halcon-25.05.0.0,file-v1.2"
d3dd91c9,calibrate_hand_eye_stationary_cam_stochastic.hdev,main,This example explains the optimization method 'stochastic' for hand-eye calibration. This method models the uncertainty of all measured observations including the robot poses. The resulting hand-eye p...,"hdev,halcon-25.05.0.0,file-v1.2"
206fbf7b,check_hand_eye_calibration_input_poses.hdev,main,"This example shows how to use the procedure check_hand_eye_calibration_input_poses to identify errors in the input data of the hand-eye calibration, which otherwise would be hard to identify. For this...","hdev,halcon-25.05.0.0,file-v1.2"
a3516b2b,pick_and_place_scara_stationary_cam.hdev,main,"This example shows how to perform a pick-and-place application with a SCARA robot based on the calibration information determined by a SCARA hand-eye calibration. In a first step, a shape model is def...","hdev,halcon-25.05.0.0,file-v1.2"
22a42f10,calibrate_cameras_hypercentric.hdev,main,"This example demonstrates how to calibrate a camera with a hypercentric lens and how to unroll the label of a bottle, which can be used to perform various 360 degree inspection tasks. Prepare window.","hdev,halcon-25.05.0.0,file-v1.2"
cf496fdc,calibrate_cameras_monocular.hdev,main,This example shows how to perform the basic calibration of a single camera with multiple images of a calibration object.,"hdev,halcon-25.05.0.0,file-v1.2"
886a7fad,calibrate_cameras_multiple_camera_setup.hdev,main,This program performs the calibration of a multi-view stereo setup consisting of 4 identical cameras. Set some parameters,"hdev,halcon-25.05.0.0,file-v1.2"
7c39ab5b,calibrate_cameras_precision.hdev,main,This example compares the calibration results obtained for the camera models 'division' and 'polynomial'. A sequence of calibration images was acquired with a camera that has a lens with strong radial...,"hdev,halcon-25.05.0.0,file-v1.2"
034f6004,calibrate_cameras_telecentric_line_scan_stereo.hdev,main,"This example shows how to calibrate a stereo setup of two telecentric line scan cameras. Additionally, the calibration results are used for a stereo reconstruction. Initialize visualization.","hdev,halcon-25.05.0.0,file-v1.2"
c49f7460,calibrate_cameras_telecentric_tilt.hdev,main,This example demonstrates the benefit of a tilt lens and calibrates a camera with a telecentric tilt lens. Some peculiarities for telecentric tilt lenses are pointed out. Prepare windows,"hdev,halcon-25.05.0.0,file-v1.2"
780d770d,calibrate_cameras_telecentric_tilt_stereo.hdev,main,This example demonstrates how to calibrate a stereo camera system with telecentric tilt lenses using the new HALCON calibration plate.,"hdev,halcon-25.05.0.0,file-v1.2"
2b53d98f,check_calib_image_quality.hdev,main,"This example program calculates evaluation measures for calibration images similar to the Calibration Assistant in HDevelop. Note that due to some simplifications, the values do not necessarily coinci...","hdev,halcon-25.05.0.0,file-v1.2"
cd31b205,compare_calibration_models.hdev,main,This example shows the calibration results using the camera models 'division' and 'polynomial'. A sequence of calibration images acquired with a camera system using a lens with strong distortions is c...,"hdev,halcon-25.05.0.0,file-v1.2"
17344dd7,line_scan_calibration.hdev,main,"This example program shows how to use the camera calibration for images taken with linescan cameras. First, some initializations...","hdev,halcon-25.05.0.0,file-v1.2"
1e8205de,line_scan_telecentric_calibration.hdev,main,"This example shows how to calibrate a line scan camera with a telecentric lens. In contrast to line scan cameras with endocentric (i.e., perspective) lenses, the images of line scan cameras with telec...","hdev,halcon-25.05.0.0,file-v1.2"
3a76db49,change_radial_distortion_contours_xld.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
146b2e79,change_radial_distortion_image.hdev,main,Rectification by elimination of radial distortion,"hdev,halcon-25.05.0.0,file-v1.2"
759468e6,change_radial_distortion_points.hdev,main,This program demonstrates how point coordinates extracted from a radially distorted image can be corrected. This is done by change_radial_distortion_points using the radial distortion parameters store...,"hdev,halcon-25.05.0.0,file-v1.2"
aba0d705,image_to_world_plane.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
9506c649,lens_distortions.hdev,main,This example demonstrates the effect of lens distortion on the location of edges in an image. The red edges are found in the original image that is subject to lens distortions. This lens distortion is...,"hdev,halcon-25.05.0.0,file-v1.2"
9cf021cc,radial_distortion_comparison.hdev,main,This example program compares the accuracies of the camera parameters that are computed with the regular camera calibration and the radial distortion self-calibration.  In the first part of the progra...,"hdev,halcon-25.05.0.0,file-v1.2"
fe14f22e,radial_distortion_self_calibration.hdev,main,"This program shows how radial_distortion_self_calibration can be used to calibrate the radial distortion coefficient and the center of distortions.  In the first part of the program, the edges extract...","hdev,halcon-25.05.0.0,file-v1.2"
c4201074,radiometric_self_calibration.hdev,main,This example program shows you how to calibrate a camera radiometrically. The calibration is performed for two different cameras.  The first camera exhibits an almost perfect linear response.  The onl...,"hdev,halcon-25.05.0.0,file-v1.2"
e5717432,stationary_camera_self_calibration.hdev,main,"This example program shows how the internal camera parameters can be determined with stationary_camera_self_calibration.  Furthermore, the program compares the camera parameters with the parameters th...","hdev,halcon-25.05.0.0,file-v1.2"
61e34216,auto_select_region_features.hdev,main,"This example shows how to create a classifier with an automatically selected set of features. Additionally, it shows how to use the procedure library calculate_feature_set.hdpl to pre-select features ...","hdev,halcon-25.05.0.0,file-v1.2"
2743a066,classify_bottle_mouth.hdev,main,"This example shows the usage of the operator select_feature_set_knn and the functionality of *_class_train_data. This program inspects bottle necks for defects. Based on a set of training images, the ...","hdev,halcon-25.05.0.0,file-v1.2"
4917a7f8,classify_pills_hyperspectral.hdev,main,"This example shows the usage of hyperspectral image data. The example demonstrates how to read hyperspectral data in the ENVI file format, do a reflectance transformation, and do a GMM classification ...","hdev,halcon-25.05.0.0,file-v1.2"
4466b390,class_overlap_gmm.hdev,main,This example program shows how to use a GMM for classifying two-dimensional data.  2D data is used because it can easily be visualized as regions and images.  The example uses three classes that overl...,"hdev,halcon-25.05.0.0,file-v1.2"
1c8786b8,nearest_neighbors.hdev,main,This is an example for the operator create_class_knn and classify_class_knn. The example demonstrates how to use the k-NN to search for neighboring points in a 3D object model. Get the data,"hdev,halcon-25.05.0.0,file-v1.2"
304e1e6f,set_params_class_knn.hdev,main,This example visualizes the parameters of the k-NN classification The points displayed symbolize samples in a 2-dimensional feature space (the features being the row and column coordinates). Each samp...,"hdev,halcon-25.05.0.0,file-v1.2"
10f3611b,class_overlap.hdev,main,This example program shows how to use an MLP for classifying two-dimensional data.  2D data is used because it can easily be visualized as regions and images.  The example uses three classes that over...,"hdev,halcon-25.05.0.0,file-v1.2"
8c3cd0a7,mlp_regularization.hdev,main,This example program shows the effect of regularizing an MLP using two-dimensional data.  2D data is used because it can easily be visualized as regions and images.  The example uses three classes tha...,"hdev,halcon-25.05.0.0,file-v1.2"
6ff99c13,regression.hdev,main,"This example shows how an MLP can be used for regression (function approximation).  First, 21 samples of a noisy sine wave are created.  Then, an MLP with linear output activations is trained with the...","hdev,halcon-25.05.0.0,file-v1.2"
978bc146,set_rejection_params_class_mlp.hdev,main,This example program shows how to use a rejection class for a MLP for classifying two-dimensional data.  2D data is used because it can easily be visualized as regions and images. Before training the ...,"hdev,halcon-25.05.0.0,file-v1.2"
d4cad612,class_overlap_svm.hdev,main,This example program shows how to use an SVM for classifying two-dimensional data.  2D data is used because it can easily be visualized as regions and images.  The example uses three classes that over...,"hdev,halcon-25.05.0.0,file-v1.2"
45dad1f0,get_support_vector_class_svm.hdev,main,"This example program shows how to use get_support_vector_class_svm to visualize the support vectors of an SVM.  In this example, two-dimensional data is used for the features because they can easily b...","hdev,halcon-25.05.0.0,file-v1.2"
ebd4bb09,novelty_detection.hdev,main,This example program shows how an SVM classifier behaves in the mode 'novelty-detection'.  The first part of the program shows how the kernel parameter gamma can be used to control how tightly the cla...,"hdev,halcon-25.05.0.0,file-v1.2"
00c31011,assign.hdev,main,simple assignment of the result of an expression to a variable,"hdev,halcon-25.05.0.0,file-v1.2"
404b3757,comment.hdev,main,"This is a program with comments 'this is a string as comment' here are numbers: 4711, 0.815","hdev,halcon-25.05.0.0,file-v1.2"
93bae4bc,exit.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
904e36aa,for.hdev,main,Inspection of Ball Bonding,"hdev,halcon-25.05.0.0,file-v1.2"
431f6f2a,import.hdev,main,*************************************************************** Example program for demonstrating the import statement *************************************************************** This program give...,"hdev,halcon-25.05.0.0,file-v1.2"
2938c704,par_start.hdev,main,"This is a simple example program that demonstrates the option to call several HALCON operators or procedures in parallel. In general, owing to the overhead of thread creation, not in all cases a speed...","hdev,halcon-25.05.0.0,file-v1.2"
580ef9e6,stop.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
15011100,switch_case.hdev,main,This is a simple HDevelop script demonstrating how a multiway branch is implemented using switch/case statements,"hdev,halcon-25.05.0.0,file-v1.2"
1046871b,try_catch.hdev,main,"This example program demonstrates the usage of the exception handling in HDevelop. Whether an error message box is displayed before the exception is thrown or not, is controlled by the HDevelop prefer...","hdev,halcon-25.05.0.0,file-v1.2"
f7b25b45,variable_types.hdev,main,"This example explains how variable types are defined in HDevelop. In addition to the correct usage, it also shows some common mistakes, that lead to invalid code lines. These lines are invalid on purp...","hdev,halcon-25.05.0.0,file-v1.2"
daad6abd,vector_variables.hdev,main,"In addition to the two well established variable types in HDevelop, tuples and iconic objects, there is a third variable type: the vector. A vector is a container that can hold an arbitrary number of ...","hdev,halcon-25.05.0.0,file-v1.2"
64065ecd,while.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
a8ced680,dl_anomaly_detection_global_context_inference.hdev,main,"This example demonstrates the inference workflow for Global Context Anomaly Detection (GC-AD). The network consists of 2 subnetworks, the local and the global network. While the local network is speci...","hdev,halcon-25.05.0.0,file-v1.2"
81168550,dl_anomaly_detection_global_context_workflow.hdev,main,"This example demonstrates the general workflow for Global Context Anomaly Detection (GC-AD). With GC-AD, you can train a model on anomaly-free images and then use it to detect anomalies in new images....","hdev,halcon-25.05.0.0,file-v1.2"
d41c2a68,dl_anomaly_detection_workflow.hdev,main,Deep learning anomaly detection example. This example demonstrates the general workflow for anomaly detection based on deep learning. The workflow typically consists of the following steps: 1. Dataset...,"hdev,halcon-25.05.0.0,file-v1.2"
70ee7634,classify_pill_defects_deep_learning_1_preprocess.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL classification. It uses the MVTec pill dataset. The four parts are: 1. Dataset preprocessing. 2. Training of the mode...","hdev,halcon-25.05.0.0,file-v1.2"
c53ddad9,classify_pill_defects_deep_learning_2_train.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL classification. It uses the MVTec pill dataset. The four parts are: 1. Dataset preprocessing. 2. Training of the mode...","hdev,halcon-25.05.0.0,file-v1.2"
dc3414e4,classify_pill_defects_deep_learning_3_evaluate.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL classification. It uses the MVTec pill dataset. The four parts are: 1. Dataset preprocessing 2. Training of the model...","hdev,halcon-25.05.0.0,file-v1.2"
29a68e23,classify_pill_defects_deep_learning_4_infer.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL classification. It uses the MVTec pill dataset. The four parts are: 1. Dataset preprocessing. 2. Training of the mode...","hdev,halcon-25.05.0.0,file-v1.2"
f2009542,detect_out_of_distribution_samples_for_classification.hdev,main,Out-of-Distribution(OOD) Detection for Deep Learning Classification This example shows how a classification model can be extended to recognize samples that deviate significantly from the training data...,"hdev,halcon-25.05.0.0,file-v1.2"
f4248a5e,dl_classification_workflow.hdev,main,"Deep Learning classification workflow: This example demonstrates the overall workflow for classification based on deep learning. Please note: - This is a bare-bones example. - For this, default parame...","hdev,halcon-25.05.0.0,file-v1.2"
cf83321d,optimize_dl_model_for_inference_classification.hdev,main,This example shows how to optimize a trained classification model for inference using the AI²-interface with the Nvidia TensorRT-plugin. Please note: This example builds on output of the example serie...,"hdev,halcon-25.05.0.0,file-v1.2"
73ba89aa,prune_dl_model_classification_workflow.hdev,main,Deep learning pruning workflow. This example demonstrates how to prune a trained deep learning classification model.,"hdev,halcon-25.05.0.0,file-v1.2"
ad527d16,show_feature_maps_for_dl_classification.hdev,main,"This example demonstrates how to get feature maps of a specified model layer for an inferred image. At first, we want to select the layer whose feature maps are to be extracted. Setting the layer will...","hdev,halcon-25.05.0.0,file-v1.2"
2d02ddc8,import_model_from_dlt.hdev,main,This example shall demonstrate how to import a model trained with the Deep Learning Tool (DLT) into HALCON. It is shown how to prepare the script for an inference application on the machine. This is d...,"hdev,halcon-25.05.0.0,file-v1.2"
8b026720,detect_pills_deep_learning_1_prepare.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL object detection. It uses the MVTec pill bag dataset. The four parts are: 1. Creation of the model and dataset prepro...","hdev,halcon-25.05.0.0,file-v1.2"
42b63d29,detect_pills_deep_learning_2_train.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL object detection. It uses the MVTec pill bag dataset. The four parts are: 1. Creation of the model and dataset prepro...","hdev,halcon-25.05.0.0,file-v1.2"
996c1483,detect_pills_deep_learning_3_evaluate.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL object detection. It uses the MVTec pill bag dataset. The four parts are: 1. Creation of the model and dataset prepro...","hdev,halcon-25.05.0.0,file-v1.2"
5a9064be,detect_pills_deep_learning_4_infer.hdev,main,"This example is part of a series of examples, which summarizes the workflow for DL object detection. It uses the MVTec pill bag dataset. The four parts are: 1. Creation of the model and dataset prepro...","hdev,halcon-25.05.0.0,file-v1.2"
dd0fcd21,dl_detection_inference_yolo.hdev,main,Deep learning object detection inference workflow using a trained YOLOv9 model in ONNX format: PLEASE NOTE: - This is an example for Deep-Learning Detection experts. - Supported YOLO versions are v8 a...,"hdev,halcon-25.05.0.0,file-v1.2"
218c42cc,dl_detection_with_orientation_workflow.hdev,main,Workflow for deep learning detection with oriented bounding boxes: This example demonstrates the overall workflow for deep learning detection with oriented bounding boxes. This example is similar to d...,"hdev,halcon-25.05.0.0,file-v1.2"
2049c22c,dl_detection_workflow.hdev,main,"Deep learning object detection workflow: This example demonstrates the overall workflow for object detection based on deep learning, using axis-aligned bounding boxes. (instance_type = 'rectangle1') P...","hdev,halcon-25.05.0.0,file-v1.2"
2f0f003c,create_dl_model_classification.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
bd8ec989,create_dl_model_segmentation.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
60894594,dl_instance_segmentation_workflow.hdev,main,Deep learning instance segmentation workflow: This example demonstrates the overall workflow for instance segmentation based on deep learning.,"hdev,halcon-25.05.0.0,file-v1.2"
bb162745,dl_multi_label_classification_workflow.hdev,main,"Multi-label classification workflow: This example demonstrates how to train and evaluate a multi-label classification project. Please note, that the HALCON Operator Reference contains helpful addition...","hdev,halcon-25.05.0.0,file-v1.2"
40421a65,dl_segmentation_workflow.hdev,main,"Deep learning segmentation workflow: This example shows the overall workflow for deep learning segmentation. PLEASE NOTE: - This is a bare-bones example. - For this, default parameters are used as muc...","hdev,halcon-25.05.0.0,file-v1.2"
